Hawking secondary spectra for each particle type.
energy/particle         photon       electron           nu_e          nu_mu         nu_tau         proton
    5.43800e+04    3.87123e-50    7.01565e-50    3.50783e-50    3.50783e-50    3.50783e-50    0.00000e+00
    5.72200e+04    4.07341e-50    7.38205e-50    3.69102e-50    3.69102e-50    3.69102e-50    0.00000e+00
    6.01900e+04    4.28484e-50    7.76521e-50    3.88261e-50    3.88261e-50    3.88261e-50    0.00000e+00
    6.33300e+04    4.50837e-50    8.17031e-50    4.08515e-50    4.08515e-50    4.08515e-50    0.00000e+00
    6.66300e+04    4.74329e-50    8.59605e-50    4.29802e-50    4.29802e-50    4.29802e-50    0.00000e+00
    7.01000e+04    4.99032e-50    9.04372e-50    4.52186e-50    4.52186e-50    4.52186e-50    0.00000e+00
    7.37500e+04    5.25016e-50    9.51461e-50    4.75730e-50    4.75730e-50    4.75730e-50    0.00000e+00
    7.75900e+04    5.52352e-50    1.00100e-49    5.00501e-50    5.00501e-50    5.00501e-50    0.00000e+00
    8.16300e+04    5.81112e-50    1.05312e-49    5.26561e-50    5.26561e-50    5.26561e-50    0.00000e+00
    8.58800e+04    6.11367e-50    1.10795e-49    5.53976e-50    5.53976e-50    5.53976e-50    0.00000e+00
    9.03500e+04    6.43189e-50    1.16562e-49    5.82810e-50    5.82810e-50    5.82810e-50    0.00000e+00
    9.50500e+04    6.76647e-50    1.22626e-49    6.13128e-50    6.13128e-50    6.13128e-50    0.00000e+00
    1.00000e+05    7.11886e-50    1.29012e-49    6.45058e-50    6.45058e-50    6.45058e-50    0.00000e+00
