energies,photon,gluon,higgs,W,Z,neutrino,electron,muon,tau,up,down,charm,strange,top,bottom,graviton
0.0397897,5.52241e-130,0.0,0.0,0.0,0.0,1.29875e-129,8.65835e-130,0.0,0.0,2.5975e-129,2.5975e-129,0.0,0.0,0.0,0.0,8.08516e-130
0.0403718,2.83911e-132,0.0,0.0,0.0,0.0,7.26847e-132,4.84565e-132,0.0,0.0,1.45369e-131,1.45369e-131,0.0,0.0,0.0,0.0,4.71657e-132
0.0409624,1.71921e-134,0.0,0.0,0.0,0.0,4.19661e-134,2.79774e-134,0.0,0.0,8.39323e-134,8.39323e-134,0.0,0.0,0.0,0.0,2.71213e-134
0.0415617,7.36044e-137,0.0,0.0,0.0,0.0,1.75178e-136,1.16785e-136,0.0,0.0,3.50355e-136,3.50355e-136,0.0,0.0,0.0,0.0,1.13661e-136
0.0421697,3.45699e-139,0.0,0.0,0.0,0.0,8.86865e-139,5.91243e-139,0.0,0.0,1.77373e-138,1.77373e-138,0.0,0.0,0.0,0.0,5.97825e-139
0.0427866,1.50108e-141,0.0,0.0,0.0,0.0,3.46251e-141,2.30834e-141,0.0,0.0,6.92501e-141,6.92501e-141,0.0,0.0,0.0,0.0,2.27898e-141
0.0434125,5.08837e-144,0.0,0.0,0.0,0.0,1.27938e-143,8.52922e-144,0.0,0.0,2.55877e-143,2.55877e-143,0.0,0.0,0.0,0.0,8.79764e-144
0.0440476,2.0853e-146,0.0,0.0,0.0,0.0,4.97983e-146,3.31989e-146,0.0,0.0,9.95967e-146,9.95967e-146,0.0,0.0,0.0,0.0,3.40136e-146
0.044692,5.89441e-149,0.0,0.0,0.0,0.0,1.39357e-148,9.29048e-149,0.0,0.0,2.78714e-148,2.78714e-148,0.0,0.0,0.0,0.0,9.64354e-149
0.0453458,1.92691e-151,0.0,0.0,0.0,0.0,4.80878e-151,3.20586e-151,0.0,0.0,9.61757e-151,9.61757e-151,0.0,0.0,0.0,0.0,3.42543e-151
0.0460092,5.12783e-154,0.0,0.0,0.0,0.0,1.15896e-153,7.72641e-154,0.0,0.0,2.31792e-153,2.31792e-153,0.0,0.0,0.0,0.0,8.11126e-154
0.0466823,1.24621e-156,0.0,0.0,0.0,0.0,3.14774e-156,2.09849e-156,0.0,0.0,6.29548e-156,6.29548e-156,0.0,0.0,0.0,0.0,2.31818e-156
0.0473652,3.12794e-159,0.0,0.0,0.0,0.0,6.99947e-159,4.66631e-159,0.0,0.0,1.39989e-158,1.39989e-158,0.0,0.0,0.0,0.0,5.01264e-159
0.0480581,5.82331e-162,0.0,0.0,0.0,0.0,1.44385e-161,9.62566e-162,0.0,0.0,2.8877e-161,2.8877e-161,0.0,0.0,0.0,0.0,1.08947e-161
0.0487611,1.29719e-164,0.0,0.0,0.0,0.0,2.93497e-164,1.95665e-164,0.0,0.0,5.86995e-164,5.86995e-164,0.0,0.0,0.0,0.0,2.1678e-164
0.0494745,1.95111e-167,0.0,0.0,0.0,0.0,4.69426e-167,3.1295e-167,0.0,0.0,9.38851e-167,9.38851e-167,0.0,0.0,0.0,0.0,3.61701e-167
